Channel_name,Subscribers,Views,PublishedAt,Country,Total_videos,playlist_id,channel_age_years
Alex The Analyst,1080000,51090763,2020-01-08 05:04:24,US,366,UU7cs8q-gJRlGwj4A8OmCmXg,5
