video_id,video_title,published_at,view_count,like_count,comment_count,duration_seconds,published_year,published_month,published_day,published_weekday,is_weekend,like_ratio,comment_ratio,title_length,days_since_published,channel_age_years
xjA1HjvmoMY,find and findall web scraping in python,2023-07-04 12:00:49,90005,2284,42,730.0,2023,7,4,Tuesday,0,0.02537636797955669,0.00046664074218098994,39,720,5
LO7hzmoHEIE,500k livestream!!,2023-06-28 17:11:25,6281,383,24,6232.0,2023,6,28,Wednesday,0,0.060977551345327174,0.003821047603884732,17,725,5
bargNl2WeN4,beautifulsoup requests web scraping in python,2023-06-27 12:00:28,216198,3781,77,418.0,2023,6,27,Tuesday,0,0.017488598414416415,0.0003561550060592605,45,727,5
q-kbzWjyPak,inspecting web pages with html web scraping in python,2023-06-20 12:00:43,86339,2099,40,355.0,2023,6,20,Tuesday,0,0.024311145600481823,0.0004632900543207589,53,734,5
PExdWWcxmro,best places to find datasets for your projects,2023-06-13 12:00:16,221442,5477,98,464.0,2023,6,13,Tuesday,0,0.024733338752359533,0.00044255380641432067,46,741,5
Liv6eeb1VfE,exploratory data analysis in pandas python pandas tutorials,2023-06-06 12:00:14,192368,4289,243,1933.0,2023,6,6,Tuesday,0,0.02229580803460035,0.001263203859269733,59,748,5
fHK4nHbUtj0,data analyst qa livestream may livestream ask me anything!,2023-05-30 16:34:20,10267,363,20,5548.0,2023,5,30,Tuesday,0,0.035355994935229375,0.0019479887016655303,58,754,5
5l2d_Rv0odE,what is microsoft fabric? new data analytics platform!,2023-05-29 12:00:07,320373,5961,165,443.0,2023,5,29,Monday,0,0.01860643687202105,0.0005150246743639446,54,756,5
bDhvCp3_lYw,data cleaning in pandas python pandas tutorials,2023-05-23 12:30:17,431637,10158,482,2317.0,2023,5,23,Tuesday,0,0.02353366370352866,0.0011166790613408952,47,762,5
IMU1V-JugKo,the ultimate data analytics career plan for 2023 careerfoundry webinar,2023-05-16 16:18:56,59010,1880,52,4248.0,2023,5,16,Tuesday,0,0.031859006947974916,0.0008812065751567531,70,768,5
FpgkpjSyBOw,state of ai in analytics will ai be the end of data analysts?,2023-05-15 12:30:11,46575,1380,377,4352.0,2023,5,15,Monday,0,0.02962962962962963,0.00809447128287708,61,770,5
6jtS3Hz19kc,google bard got an upgrade! googles new ai announcements!,2023-05-12 12:15:00,33383,799,80,521.0,2023,5,12,Friday,0,0.02393433783662343,0.002396429320312734,57,773,5
JpSMse3eVVg,creating visualizations using pandas library python pandas tutorials,2023-05-09 11:30:06,95314,2086,47,1010.0,2023,5,9,Tuesday,0,0.02188555721090291,0.0004931069937260003,68,776,5
TPivN7tpdwc,merging dataframes in pandas python pandas tutorials,2023-05-02 12:06:33,151083,3240,83,1329.0,2023,5,2,Tuesday,0,0.021445165902186217,0.0005493669042844,52,783,5
kky9MMydnOA,data analyst qa livestream april livestream ask me anything!,2023-04-27 16:32:02,10324,338,27,5944.0,2023,4,27,Thursday,0,0.032739248353351416,0.0026152654010073613,60,787,5
2izXQUoXyjA,how to integrate chatgpt in jupyter notebooks for free!,2023-04-25 11:30:01,65618,1250,59,481.0,2023,4,25,Tuesday,0,0.01904965101039349,0.0008991435276905727,55,790,5
zilfrWwbteQ,7 ways to use chatgpt for analytics webinar,2023-04-18 16:18:50,39368,1078,31,4135.0,2023,4,18,Tuesday,0,0.027382645803698435,0.0007874415769152612,43,796,5
PJINexERxOs,google business intelligence professional certification review,2023-04-18 11:30:08,46648,1262,74,424.0,2023,4,18,Tuesday,0,0.027053678614302863,0.0015863488252443835,62,797,5
gTf2GLEhKgA,google advanced data analytics professional certificate first look is it worth it?,2023-04-10 11:30:21,159999,4522,411,695.0,2023,4,10,Monday,0,0.02826267664172901,0.0025687660547878423,82,805,5
VRmXto2YA2I,group by and aggregate functions in pandas python pandas tutorials,2023-04-04 11:30:10,121489,2925,135,665.0,2023,4,4,Tuesday,0,0.02407625381721802,0.0011112117146408317,66,811,5
6yNsc7JVPJE,top 5 biggest mistakes beginner data analysts make,2023-03-28 11:30:04,39757,1798,82,534.0,2023,3,28,Tuesday,0,0.04522474029730614,0.002062529868953895,50,818,5
mBCG9J1TVTc,indexes in pandas python pandas tutorials,2023-03-21 11:30:30,76675,1718,52,682.0,2023,3,21,Tuesday,0,0.022406260189109878,0.000678187153570264,41,825,5
WizLaDdsHUs,create the perfect data analyst resume free templates!,2023-03-14 11:30:10,234717,6361,252,1057.0,2023,3,14,Tuesday,0,0.027100721294154237,0.0010736333542095374,54,832,5
kB7FV-ijdqE,filtering columns and rows in pandas python pandas tutorials,2023-03-07 12:30:30,123965,2558,69,709.0,2023,3,7,Tuesday,0,0.0206348566127536,0.0005566087202032832,60,839,5
dFA0E-6xT_M,data analyst qa livestream march livestream ask me anything!,2023-03-02 16:27:46,11212,392,33,5296.0,2023,3,2,Thursday,0,0.034962540135569035,0.0029432750624331073,60,843,5
dUpyC40cF6Q,reading in files in pandas python pandas tutorials,2023-02-28 12:30:18,251944,4083,118,1157.0,2023,2,28,Tuesday,0,0.0162059822817769,0.0004683580478201505,50,846,5
gs0FNQR0njI,building an automated file sorter in file explorer using python python projects for beginners,2023-02-21 12:32:29,82168,1793,96,1011.0,2023,2,21,Tuesday,0,0.02182114691850842,0.0011683380391393243,93,853,5
C75TROiiEa0,chatgpt for data analysts best use cases analyzing a dataset,2023-02-14 12:30:08,448946,8310,221,1867.0,2023,2,14,Tuesday,0,0.018510021249771687,0.000492264103032436,60,860,5
rGx1QNdYzvs,free data analyst bootcamp!!,2023-02-07 12:30:11,2048556,48526,1851,412.0,2023,2,7,Tuesday,0,0.023687905041404774,0.0009035632904348233,28,867,5
CUBfrdDwznQ,how to become a data analyst in 2023 completely free!,2023-01-31 12:30:06,1365577,44553,1354,839.0,2023,1,31,Tuesday,0,0.0326257691803538,0.0009915222649473446,53,874,5
L-QnW_BZT3c,live portfolio review with alex the analyst! live webinar,2023-01-25 17:14:49,17809,632,23,4217.0,2023,1,25,Wednesday,0,0.03548767477118311,0.0012914818350272335,57,879,5
S76iS03nGis,diy data analyst curriculum using udemy under 75,2023-01-24 12:30:13,41517,1477,121,769.0,2023,1,24,Tuesday,0,0.03557578823132693,0.0029144687718284075,48,881,5
RBEgsEVO3T8,reviewing maven analytics free portfolio website,2023-01-17 12:30:08,28719,836,49,1356.0,2023,1,17,Tuesday,0,0.029109648664647096,0.0017061875413489328,48,888,5
gCG07l6Fu-U,5 study hacks for beginner data analysts! live webinar,2023-01-16 17:25:08,46628,1356,36,4650.0,2023,1,16,Monday,0,0.029081238740670843,0.0007720682851505533,54,888,5
DXwFsxCtukg,diy data analyst curriculum using coursera in 2023,2023-01-10 12:30:03,65461,3024,222,752.0,2023,1,10,Tuesday,0,0.046195444615878156,0.0033913322436259757,50,895,5
ey1VNjU0YbM,building a bmi calculator with python python projects for beginners,2023-01-03 12:30:12,102004,2067,91,863.0,2023,1,3,Tuesday,0,0.020263911219167877,0.0008921218775734285,67,902,5
0MKcCHrTo0c,"reading, writing, and appending files in python python for beginners",2022-12-27 13:00:00,12087,324,13,564.0,2022,12,27,Tuesday,0,0.02680565897244974,0.0010755356995118723,68,909,5
bVJfQAe-UP4,why i quit my 125k analytics job,2022-12-20 12:00:33,158196,8710,858,463.0,2022,12,20,Tuesday,0,0.055058282131027335,0.005423651672608663,32,916,5
_2OknmkngkQ,data analyst qa livestream special guest! december livestream,2022-12-17 14:16:05,5110,166,15,4968.0,2022,12,17,Saturday,1,0.0324853228962818,0.0029354207436399216,61,919,5
B63bN2cLVLM,converting data types in python python for beginners,2022-12-13 12:00:06,60433,1577,40,396.0,2022,12,13,Tuesday,0,0.02609501431337183,0.0006618900269720186,52,923,5
zvzjaqMBEso,functions in python python for beginners,2022-12-06 12:00:36,98008,2133,43,764.0,2022,12,6,Tuesday,0,0.02176352950779528,0.00043873969471879844,40,930,5
ECduJk00mUU,while loops in python python for beginners,2022-11-29 12:00:07,95023,2278,36,340.0,2022,11,29,Tuesday,0,0.023973143344242973,0.00037885564547530595,42,937,5
zmIdC0_0BgY,for loops in python python for beginners,2022-11-22 12:00:48,87249,1921,34,557.0,2022,11,22,Tuesday,0,0.022017444326009467,0.00038968928010636223,40,944,5
eP8-mo5jRrY,data analyst qa livestream november livestream,2022-11-16 02:06:22,6311,199,18,3737.0,2022,11,16,Wednesday,0,0.03153224528600856,0.0028521628901917286,46,950,5
-BOBedcjySI,if else statements in python python for beginners,2022-11-15 12:00:00,73324,1769,32,400.0,2022,11,15,Tuesday,0,0.024125797828814577,0.00043641918062298836,49,951,5
lPVke-p4S7s,"comparison, logical, and membership operators in python python for beginners",2022-11-08 12:00:35,73604,1815,22,435.0,2022,11,8,Tuesday,0,0.024658985924678006,0.00029889679908700614,76,958,5
ppsCxnNm-JI,data types in python python for beginners,2022-11-01 11:00:37,172072,3789,86,1318.0,2022,11,1,Tuesday,0,0.0220198521549119,0.0004997907852526849,41,965,5
rVhHGPDzEck,data analyst qa livestream october livestream,2022-10-31 01:22:29,5745,181,11,4498.0,2022,10,31,Monday,0,0.03150565709312446,0.0019147084421235858,45,966,5
pHOH7UfOhbE,variables in python python for beginners,2022-10-25 11:00:27,160561,3331,80,797.0,2022,10,25,Tuesday,0,0.020746009304874784,0.0004982530004172869,40,972,5
sXHIIW3Wt84,300k livestream! giveaways for people in chat bring your wine,2022-10-19 10:56:23,5278,243,21,5064.0,2022,10,19,Wednesday,0,0.046040166729821905,0.003978779840848806,61,978,5
WUeBzT43JyY,installing jupyter notebooksanaconda python for beginners,2022-10-18 11:00:30,522744,7459,203,603.0,2022,10,18,Tuesday,0,0.014268934698437477,0.0003883353993541772,57,979,5
DVs9u15htXU,interviewing tina huang fellow youtuber and data enthusiast,2022-10-13 11:00:07,9674,333,21,1326.0,2022,10,13,Thursday,0,0.034422162497415754,0.002170767004341534,59,984,5
zW3qJUeJLWc,interviewing luke barousse arch-nemesis and fellow youtuber,2022-10-11 11:00:42,7653,335,31,1466.0,2022,10,11,Tuesday,0,0.04377368352280152,0.004050699072259245,59,986,5
m1AkWK_ODLM,when best friends work together ft. luke barousse,2022-10-04 10:30:09,16246,693,84,335.0,2022,10,4,Tuesday,0,0.042656653945586605,0.0051705035085559525,49,993,5
Pfq-8pGzgg4,data analyst live stream riding out hurricane ian,2022-10-01 01:48:31,6794,212,8,5588.0,2022,10,1,Saturday,1,0.031204003532528703,0.0011775095672652341,49,996,5
pixlHHe_lNQ,full power bi guided project microsoft power bi for beginners,2022-09-27 10:30:19,554011,10193,538,2557.0,2022,9,27,Tuesday,0,0.018398551653306523,0.0009710998518079965,61,1000,5
3NV5Jtbhfcw,popular visualizations in power bi microsoft power bi for beginners,2022-09-20 10:30:00,169868,3524,76,854.0,2022,9,20,Tuesday,0,0.020745520050863022,0.0004474062213012457,67,1007,5
1cfrQLoJMPI,"guided portfolio projects on coursera python, sql, excel, power bi, and tableau",2022-09-13 10:30:00,60355,2176,96,501.0,2022,9,13,Tuesday,0,0.03605335100654461,0.0015905890149946153,79,1014,5
9j_EBt3RNrs,how to use bins and lists in power bi microsoft power bi for beginners,2022-09-06 10:30:02,142037,2965,58,571.0,2022,9,6,Tuesday,0,0.02087484247062385,0.00040834430465301293,70,1021,5
m0h3Ghl6mgY,how to use conditional formatting in power bi microsoft power bi for beginners,2022-08-30 10:30:10,234573,3494,67,594.0,2022,8,30,Tuesday,0,0.014895149910688783,0.00028562537035379176,78,1028,5
50D__p6jdEI,top 8 mistakes beginner data analysts make careerfoundry webinar,2022-08-24 16:15:29,77579,2069,78,4249.0,2022,8,24,Wednesday,0,0.026669588419546527,0.0010054267263047989,64,1033,5
tRCGGlMI19M,interviewing ken jee the face of data science on youtube,2022-08-23 10:30:19,7413,257,15,1735.0,2022,8,23,Tuesday,0,0.03466882503709699,0.0020234722784297854,56,1035,5
0QZBnhofU_U,careerfoundry data analytics bootcamp review bootcamp intro free course review,2022-08-16 10:30:00,28822,676,130,1361.0,2022,8,16,Tuesday,0,0.023454305738671848,0.004510443411283048,78,1042,5
ulFY20KTzFQ,how to use drill down in power bi microsoft power bi for beginners,2022-08-09 10:30:11,277456,4575,94,362.0,2022,8,9,Tuesday,0,0.01648910097456894,0.0003387924571824001,66,1049,5
PEc29sRZoTM,"best courses for alternative analyst jobs marketing analyst, business analyst, financial analyst",2022-08-02 10:30:05,20885,876,75,566.0,2022,8,2,Tuesday,0,0.04194397893224802,0.0035910940866650705,96,1056,5
DlEkWd-8VXA,250k subscriber live stream!!,2022-07-26 13:19:48,4168,156,11,4539.0,2022,7,26,Tuesday,0,0.03742802303262956,0.00263915547024952,29,1063,5
vcijg0gUXSg,how to use dax in power bi microsoft power bi for beginners,2022-07-26 10:30:12,299784,5535,232,944.0,2022,7,26,Tuesday,0,0.018463293571371386,0.0007738905345181864,59,1063,5
gCg47n_TlFc,tech layoffs and hiring freezes the great resignation alex the analyst show episode 23,2022-07-19 10:30:06,22051,613,123,2954.0,2022,7,19,Tuesday,0,0.027799192780372774,0.00557797832297855,86,1070,5
sW5LoDA1ssM,how to create and manage relationships in power bi microsoft power bi for beginners,2022-07-12 10:30:22,380337,6200,158,516.0,2022,7,12,Tuesday,0,0.016301332765415934,0.00041542106079608346,83,1077,5
4nsdARJGzJ0,machine learning specialization on coursera review,2022-07-05 10:30:01,26380,815,63,895.0,2022,7,5,Tuesday,0,0.03089461713419257,0.0023881728582259287,50,1084,5
_QvQxm4dptI,meta marketing analytics professional certificate on coursera review,2022-06-28 10:30:07,39553,1008,105,1146.0,2022,6,28,Tuesday,0,0.02548479255682249,0.0026546658913356763,68,1091,5
HX2TabgkzHo,googles secret hiring platform found in the google data analytics certification,2022-06-21 10:30:09,45762,1640,132,612.0,2022,6,21,Tuesday,0,0.035837594510729424,0.002884489314278222,79,1098,5
gP-AxNi6uxo,how to use power query in power bi microsoft power bi for beginners,2022-06-14 10:30:08,502268,7521,124,787.0,2022,6,14,Tuesday,0,0.01497407758407862,0.0002468801516321964,67,1105,5
KB2CtEDrglY,automating crypto website api pull using python data analyst project,2022-06-07 10:30:10,84294,1376,124,3074.0,2022,6,7,Tuesday,0,0.016323819014401972,0.0014710418297862245,68,1112,5
2HfSFdPEFRg,how to use a public api using a public api with python,2022-05-31 10:30:01,62319,1859,91,841.0,2022,5,31,Tuesday,0,0.029830388805982124,0.0014602288226704537,54,1119,5
g0m5sEHPU-s,how to install power bi building first visualization microsoft power bi for beginners,2022-05-24 10:30:06,755699,12197,315,770.0,2022,5,24,Tuesday,0,0.01614002400426625,0.00041683262780551516,85,1126,5
Q7i6zxHVj2Q,mysql vs postgresql vs microsoft sql server management tools which option is best?,2022-05-17 10:30:06,163211,3316,286,965.0,2022,5,17,Tuesday,0,0.02031725802795155,0.001752332869720791,82,1133,5
ddn-2r1j_OU,top 3 tips to stop procrastinating to be successful,2022-05-10 10:30:05,33551,1673,155,400.0,2022,5,10,Tuesday,0,0.049864385562278325,0.004619832493815385,51,1140,5
Pf-9pjJK1e0,sql vs nosql whats the difference?,2022-05-03 10:30:03,65935,1930,67,355.0,2022,5,3,Tuesday,0,0.0292712519905968,0.0010161522711761583,34,1147,5
-bSkREem8dM,database vs data warehouse vs data lake what is the difference?,2022-04-26 10:30:00,932447,23945,339,322.0,2022,4,26,Tuesday,0,0.025679743728061755,0.00036355953743215434,63,1154,5
xKdtP3IZbnU,how i manage my time working 60 hours per week alex the analyst show episode 22,2022-04-20 10:30:09,11992,325,160,2610.0,2022,4,20,Wednesday,0,0.02710140093395597,0.0133422281521014,79,1160,5
GsAXOr715AU,200k livestream! shaving puppies giveaway,2022-04-14 13:29:42,3184,133,11,4892.0,2022,4,14,Thursday,0,0.0417713567839196,0.003454773869346734,41,1166,5
2JnlQ8jwWbE,things i hate about being a data analyst,2022-04-12 10:30:00,36617,1515,200,634.0,2022,4,12,Tuesday,0,0.041374225086708356,0.005461943905836087,40,1168,5
hNTNZ00cZig,best website to practice technical interview questions,2022-04-05 10:30:07,20288,687,56,1305.0,2022,4,5,Tuesday,0,0.03386238170347003,0.0027602523659305996,54,1175,5
gz2j5NBESSs,pros and cons of working remote alex the analyst show episode 21,2022-03-29 10:30:17,7173,276,159,2930.0,2022,3,29,Tuesday,0,0.03847762442492681,0.022166457549142617,64,1182,5
opJgMj1IUrc,full project in excel excel tutorials for beginners,2022-03-22 10:30:15,1024264,21184,1187,2450.0,2022,3,22,Tuesday,0,0.0206821678785938,0.0011588809135144845,51,1189,5
yRWkSKRYCaI,top 5 non-technical skills for data analysts,2022-03-15 10:30:18,22246,820,72,990.0,2022,3,15,Tuesday,0,0.03686055920165423,0.003236536905511103,44,1196,5
_jmiEGZ6PIY,cleaning data in excel excel tutorials for beginners,2022-03-01 11:30:14,687966,13838,344,1264.0,2022,3,1,Tuesday,0,0.020114366116930196,0.0005000247105234852,52,1210,5
4A8LV6fObYA,tableau data analyst certification review,2022-02-22 11:30:01,71372,1670,129,769.0,2022,2,22,Tuesday,0,0.02339853163705655,0.0018074314857367034,41,1217,5
MPENhkuSo0Q,job title alternatives for data analysts,2022-02-15 11:30:07,26548,1022,94,732.0,2022,2,15,Tuesday,0,0.03849630857315052,0.0035407563658279343,40,1224,5
3irO29PJQHs,best coursera courses for data analysts in 2022,2022-02-08 11:30:01,124436,5831,219,572.0,2022,2,8,Tuesday,0,0.046859429747018545,0.0017599408531293196,47,1231,5
uHJFJUIYNAo,understanding your data analyst salary offer what to know before accepting,2022-02-01 11:30:10,21167,720,61,450.0,2022,2,1,Tuesday,0,0.03401521235886049,0.002881844380403458,74,1238,5
gMAHXrty6wI,charts in excel excel tutorials for beginners,2022-01-25 11:30:18,181909,4337,90,911.0,2022,1,25,Tuesday,0,0.023841591125232948,0.000494752870940965,45,1245,5
BIUFr9srS78,how i became a data analytics manager alex the analyst show episode 20,2022-01-18 11:30:02,23485,864,361,2944.0,2022,1,18,Tuesday,0,0.03678944006812859,0.01537151373216947,70,1252,5
_eZRkmRfVTM,conditional formatting in excel excel tutorials for beginners,2022-01-11 11:30:08,251955,5138,124,1259.0,2022,1,11,Tuesday,0,0.020392530412176778,0.0004921513762378202,61,1259,5
s3JmRxs53W4,150k subscriber livestream!!,2022-01-10 14:59:31,3497,159,7,5138.0,2022,1,10,Monday,0,0.04546754360880755,0.0020017157563625965,28,1260,5
yDG5KiiOZcQ,how to become a data analyst in 2022,2022-01-04 11:30:11,498373,21914,630,780.0,2022,1,4,Tuesday,0,0.04397108190050424,0.0012641134250852273,36,1266,5
Z7hPEwCzk2s,xlookup in excel excel tutorials for beginners,2021-12-28 11:30:06,303974,6171,248,1127.0,2021,12,28,Tuesday,0,0.0203010783817037,0.0008158592511201616,46,1273,5
XRPyj7cKVsQ,formulas in excel excel tutorials for beginners,2021-12-21 11:30:07,495793,10179,507,2034.0,2021,12,21,Tuesday,0,0.0205307456942716,0.0010226041916687005,47,1280,5
lH7HfwUFnYA,pivot tables in excel excel tutorials for beginners,2021-12-14 11:30:07,985228,19463,459,1055.0,2021,12,14,Tuesday,0,0.019754818174067323,0.00046588200903750196,51,1287,5
zOR0-nygfDE,full beginner project in tableau tableau tutorials for beginners,2021-12-07 11:30:11,344911,6599,502,2658.0,2021,12,7,Tuesday,0,0.019132471855058262,0.0014554479271464233,64,1294,5
A4SVUF-fTwc,how to use joins in tableau tableau tutorials for beginners,2021-11-23 11:30:02,173339,4428,72,869.0,2021,11,23,Tuesday,0,0.02554531871073446,0.00041537103594690175,59,1308,5
FnTunxd8tAM,top 5 major red flags in job descriptions,2021-11-18 11:30:08,18448,957,71,421.0,2021,11,18,Thursday,0,0.0518755420641804,0.0038486556808326106,41,1313,5
-_z_aphWSEo,truth about my job song - as a data analyst,2021-11-08 11:30:01,11188,895,105,198.0,2021,11,8,Monday,0,0.0799964247407937,0.009385055416517697,43,1323,5
pL0jEjeM5hI,how to grow your analytics career alteryx webinar oct 2021 tips to break into analytics,2021-10-26 10:00:23,11442,343,34,1220.0,2021,10,26,Tuesday,0,0.029977276699877643,0.002971508477538892,87,1336,5
eg_5EAUXs5o,choosing a domain to make more money,2021-10-19 10:00:16,20722,992,77,521.0,2021,10,19,Tuesday,0,0.04787182704372165,0.003715857542708233,36,1343,5
ebjDwX8sUMk,how to create visualizations in tableau tableau tutorials for beginners,2021-10-05 11:30:14,215058,4665,214,845.0,2021,10,5,Tuesday,0,0.02169182267109338,0.0009950803969161807,71,1357,5
f6qxxtWkaUg,how to use calculated fields and bins in tableau tableau tutorials for beginners,2021-09-28 11:30:07,277768,5722,101,385.0,2021,9,28,Tuesday,0,0.02059992511736413,0.0003636127991705308,80,1364,5
6xv1KvCMF1Q,how to install tableau and create first visualization tableau tutorials for beginners,2021-09-21 11:30:01,889288,19581,446,1024.0,2021,9,21,Tuesday,0,0.02201873858637472,0.0005015248153579043,85,1371,5
465x3JmMJYU,how not to become a data analyst funny?,2021-09-07 11:30:01,17499,711,114,291.0,2021,9,7,Tuesday,0,0.040630893193896796,0.006514657980456026,39,1385,5
Ns1ZpTxQnUE,100k subscriber play button unboxing,2021-08-31 11:30:04,2685,238,96,396.0,2021,8,31,Tuesday,0,0.08864059590316574,0.035754189944134075,36,1392,5
HiOtQMcI5wg,amazon web scraping using python data analyst portfolio project,2021-08-24 11:30:01,311107,6813,704,2834.0,2021,8,24,Tuesday,0,0.021899217953951534,0.0022628870452930986,63,1399,5
CUa30M_FPhk,interviewing with pwc for a senior data analyst position,2021-08-17 11:30:01,99763,2633,157,1389.0,2021,8,17,Tuesday,0,0.026392550344316028,0.0015737297394825738,56,1406,5
DKrSgSy6F1o,100k livestream announcing giveaway winners trimming mustache answering questions,2021-08-13 14:38:59,4749,191,26,3728.0,2021,8,13,Friday,0,0.040218993472309957,0.005474836807749,81,1410,5
_zxPx1PQCqI,i am no longer a data analyst turning down pwc new job,2021-08-11 11:30:05,143348,4395,481,959.0,2021,8,11,Wednesday,0,0.030659653430811732,0.003355470603008064,54,1412,5
UGF49YZZRNc,when to start applying to your first data analyst job,2021-07-21 11:30:04,92334,4811,244,251.0,2021,7,21,Wednesday,0,0.05210431693633981,0.00264258019797691,53,1433,5
aLp-6C-p-T0,why you need to stop taking courses from an ex-course addict,2021-07-13 11:30:00,130954,5623,362,211.0,2021,7,13,Tuesday,0,0.042938741848282606,0.0027643294591994136,60,1441,5
ocdwh0KYeUs,how to create a portfolio website for free,2021-06-29 11:30:13,749141,16410,833,2129.0,2021,6,29,Tuesday,0,0.02190508862817547,0.001111940208852539,42,1455,5
iPYVYBtUTyE,data analyst portfolio project correlation in python project 44,2021-06-22 11:30:05,201294,3451,527,3645.0,2021,6,22,Tuesday,0,0.01714407781652707,0.0026180611443957593,63,1462,5
dMHWOhgzUhU,how to get a data analyst job with no experience,2021-06-08 11:30:12,492243,21014,610,457.0,2021,6,8,Tuesday,0,0.042690297271875885,0.0012392253419550912,48,1476,5
A-LkxegXFX8,my wife answers subscribers questions about me alex the analyst show episode 19,2021-06-03 11:30:01,6435,244,108,1585.0,2021,6,3,Thursday,0,0.03791763791763792,0.016783216783216783,79,1481,5
RJw-GSXXguA,favorite tableau and power bi courses on udemy,2021-06-01 11:30:03,34186,882,86,623.0,2021,6,1,Tuesday,0,0.025800035102088573,0.0025156496811560287,46,1483,5
8rO7ztF4NtU,data analyst portfolio project data cleaning in sql project 34,2021-05-25 11:30:01,455357,8428,887,3284.0,2021,5,25,Tuesday,0,0.01850855482621328,0.0019479221797402916,62,1490,5
QILNlRvJlfQ,data analyst portfolio project tableau visualization project 24,2021-05-18 11:30:04,412490,6387,470,3137.0,2021,5,18,Tuesday,0,0.015484011733617785,0.00113942156173483,63,1497,5
SVv0WwPzaUg,asking my family what i do for a living,2021-05-11 11:00:08,3777,195,55,757.0,2021,5,11,Tuesday,0,0.051628276409849086,0.014561821551495897,39,1504,5
qfyynHBFOsM,data analyst portfolio project sql data exploration project 14,2021-05-04 11:00:31,2178266,37103,4380,4629.0,2021,5,4,Tuesday,0,0.01703327325496519,0.002010773707159732,62,1511,5
m1KcNV-Zhmc,advanced sql tutorial subqueries,2021-04-20 11:00:32,433738,9196,245,517.0,2021,4,20,Tuesday,0,0.02120173929883939,0.0005648571257302796,32,1525,5
IZRe0nwkuXc,data analyst qa 6 why am i not a data scientist?,2021-04-15 11:00:06,22433,819,147,1145.0,2021,4,15,Thursday,0,0.03650871483974502,0.006552846253287567,48,1530,5
9RRQtNnq3s0,google vs ibm data analytics certificates which is better?,2021-04-13 11:00:04,371337,12470,630,358.0,2021,4,13,Tuesday,0,0.03358135601892621,0.0016965721164333206,58,1532,5
qewHAdfzLOw,data analyst reacts how to go from data analyst to data scientist,2021-04-06 11:00:12,28356,964,85,748.0,2021,4,6,Tuesday,0,0.033996332345887996,0.002997601918465228,65,1539,5
bHssBHfHWmU,laptops for data analysts specifications recommendations,2021-03-30 11:00:18,202586,4270,329,930.0,2021,3,30,Tuesday,0,0.021077468334435745,0.0016240016585548852,56,1546,5
A4OVjWeVb10,best machine learning courses on coursera,2021-03-23 11:00:02,63260,1862,83,399.0,2021,3,23,Tuesday,0,0.029434081568131522,0.0013120455263989884,41,1553,5
SIseim20_Dc,will data analysts be automated? alex the analyst episode 18,2021-03-18 11:00:08,16489,482,117,1687.0,2021,3,18,Thursday,0,0.02923160895142216,0.007095639517253927,60,1558,5
NrBJmtD0kEw,advanced sql tutorial stored procedures use cases,2021-03-16 11:00:07,494092,8396,203,375.0,2021,3,16,Tuesday,0,0.016992786768456076,0.00041085465864656784,49,1560,5
wnapnTAMj68,google data analytics professional certificate its finally here!,2021-03-12 12:00:17,371045,11206,1169,874.0,2021,3,12,Friday,0,0.030201188535083346,0.0031505612526782465,64,1564,5
duMcYRtQITA,google data analytics certificate coming out soon!,2021-03-04 12:15:01,51810,2358,315,464.0,2021,3,4,Thursday,0,0.045512449334105386,0.006079907353792704,50,1572,5
QG1fo7LFesA,reviewing your data analyst resumes part 2,2021-03-02 12:00:08,25011,586,77,2436.0,2021,3,2,Tuesday,0,0.023429690935988165,0.0030786453960257487,42,1574,5
pYRG5X7110M,best course to learn statistics for data analysis,2021-02-25 12:00:13,127082,3080,93,372.0,2021,2,25,Thursday,0,0.024236319856470626,0.0007318109567051195,49,1579,5
NViKsiGP4TY,dataquest review is it worth it?,2021-02-23 12:00:19,25644,431,46,1040.0,2021,2,23,Tuesday,0,0.01680705038215567,0.001793791920137264,32,1581,5
1gdKC5O0Pwc,r vs python which is better for data analysis?,2021-02-16 12:00:00,239085,5241,412,711.0,2021,2,16,Tuesday,0,0.02192107409498714,0.0017232365058452014,46,1588,5
GQj6_6V_jVA,advanced sql tutorial string functions use cases,2021-02-04 12:00:04,189743,4627,156,829.0,2021,2,4,Thursday,0,0.024385616333672387,0.0008221647175389869,48,1600,5
RF0LE3hYFrI,advanced sql tutorial temp tables,2021-02-02 12:00:13,273758,5888,147,619.0,2021,2,2,Tuesday,0,0.021508047253413598,0.0005369706090780909,33,1602,5
8o-O6pR6yAE,ibm data analyst certificate study session,2021-01-30 15:33:41,5314,173,22,4910.0,2021,1,30,Saturday,1,0.0325555137372977,0.0041400075272864136,42,1605,5
eFDbE5Yunj0,ibm data analyst professional certificate by coursera is it worth it?,2021-01-26 12:00:22,134730,3299,308,446.0,2021,1,26,Tuesday,0,0.02448600905514733,0.002286053588658799,69,1609,5
D9bNctNnAig,datacamp review is it worth it?,2021-01-21 12:00:03,207745,4222,272,975.0,2021,1,21,Thursday,0,0.020322992129774484,0.0013092974560157886,31,1614,5
VsztBAEtC7c,best python course for data analysts,2021-01-19 12:00:09,56307,1386,119,518.0,2021,1,19,Tuesday,0,0.024615056742500932,0.002113413962739979,36,1616,5
