video_id,video_title,published_at,view_count,like_count,comment_count,duration_seconds
0QZBnhofU_U,CareerFoundry Data Analytics Bootcamp Review | Bootcamp + Intro + Free Course Review,2022-08-16T10:30:00Z,28822,676,130,1361.0
ulFY20KTzFQ,How to use Drill Down in Power BI | Microsoft Power BI for Beginners,2022-08-09T10:30:11Z,277456,4575,94,362.0
PEc29sRZoTM,"Best Courses for Alternative Analyst Jobs | Marketing Analyst, Business Analyst, Financial Analyst",2022-08-02T10:30:05Z,20885,876,75,566.0
DlEkWd-8VXA,250k Subscriber Live Stream!!,2022-07-26T13:19:48Z,4168,156,11,4539.0
vcijg0gUXSg,How to use DAX in Power BI | Microsoft Power BI for Beginners,2022-07-26T10:30:12Z,299784,5535,232,944.0
gCg47n_TlFc,Tech Layoffs and Hiring Freezes | The Great Resignation | Alex The Analyst Show | Episode 23,2022-07-19T10:30:06Z,22051,613,123,2954.0
sW5LoDA1ssM,How to Create and Manage Relationships in Power BI | Microsoft Power BI for Beginners,2022-07-12T10:30:22Z,380337,6200,158,516.0
4nsdARJGzJ0,Machine Learning Specialization on Coursera | Review,2022-07-05T10:30:01Z,26380,815,63,895.0
_QvQxm4dptI,Meta Marketing Analytics Professional Certificate on Coursera | Review,2022-06-28T10:30:07Z,39553,1008,105,1146.0
HX2TabgkzHo,Google's Secret Hiring Platform | Found in the Google Data Analytics Certification,2022-06-21T10:30:09Z,45762,1640,132,612.0
gP-AxNi6uxo,How to use Power Query in Power BI | Microsoft Power BI for Beginners,2022-06-14T10:30:08Z,502268,7521,124,787.0
KB2CtEDrglY,Automating Crypto Website API Pull Using Python | Data Analyst Project,2022-06-07T10:30:10Z,84294,1376,124,3074.0
2HfSFdPEFRg,How to use a Public API | Using a Public API with Python,2022-05-31T10:30:01Z,62319,1859,91,841.0
g0m5sEHPU-s,How to Install Power BI | Building First Visualization | Microsoft Power BI for Beginners,2022-05-24T10:30:06Z,755699,12197,315,770.0
Q7i6zxHVj2Q,MySQL vs Postgresql vs Microsoft SQL Server Management Tools | Which Option is Best?,2022-05-17T10:30:06Z,163211,3316,286,965.0
ddn-2r1j_OU,Top 3 Tips to Stop Procrastinating to be Successful,2022-05-10T10:30:05Z,33551,1673,155,400.0
Pf-9pjJK1e0,SQL vs NoSQL | What's the Difference?,2022-05-03T10:30:03Z,65935,1930,67,355.0
-bSkREem8dM,Database vs Data Warehouse vs Data Lake | What is the Difference?,2022-04-26T10:30:00Z,932447,23945,339,322.0
xKdtP3IZbnU,How I Manage My Time Working 60+ Hours Per Week | Alex The Analyst Show | Episode 22,2022-04-20T10:30:09Z,11992,325,160,2610.0
GsAXOr715AU,200k Livestream! | Shaving | Puppies | Giveaway,2022-04-14T13:29:42Z,3184,133,11,4892.0
2JnlQ8jwWbE,Things I HATE About Being a Data Analyst,2022-04-12T10:30:00Z,36617,1515,200,634.0
hNTNZ00cZig,Best Website to Practice Technical Interview Questions,2022-04-05T10:30:07Z,20288,687,56,1305.0
gz2j5NBESSs,Pros and Cons of Working Remote | Alex The Analyst Show | Episode 21,2022-03-29T10:30:17Z,7173,276,159,2930.0
opJgMj1IUrc,Full Project in Excel | Excel Tutorials for Beginners,2022-03-22T10:30:15Z,1024264,21184,1187,2450.0
yRWkSKRYCaI,Top 5 Non-Technical Skills for Data Analysts,2022-03-15T10:30:18Z,22246,820,72,990.0
_jmiEGZ6PIY,Cleaning Data in Excel | Excel Tutorials for Beginners,2022-03-01T11:30:14Z,687966,13838,344,1264.0
4A8LV6fObYA,Tableau Data Analyst Certification Review,2022-02-22T11:30:01Z,71372,1670,129,769.0
MPENhkuSo0Q,Job Title Alternatives for Data Analysts,2022-02-15T11:30:07Z,26548,1022,94,732.0
3irO29PJQHs,Best Coursera Courses for Data Analysts in 2022,2022-02-08T11:30:01Z,124436,5831,219,572.0
uHJFJUIYNAo,Understanding Your Data Analyst Salary Offer | What To Know Before Accepting,2022-02-01T11:30:10Z,21167,720,61,450.0
gMAHXrty6wI,Charts in Excel | Excel Tutorials for Beginners,2022-01-25T11:30:18Z,181909,4337,90,911.0
BIUFr9srS78,How I became a Data Analytics Manager | Alex The Analyst Show | Episode 20,2022-01-18T11:30:02Z,23485,864,361,2944.0
_eZRkmRfVTM,Conditional Formatting in Excel | Excel Tutorials for Beginners,2022-01-11T11:30:08Z,251955,5138,124,1259.0
s3JmRxs53W4,150k Subscriber Livestream!!,2022-01-10T14:59:31Z,3497,159,7,5138.0
yDG5KiiOZcQ,How To Become A Data Analyst In 2022,2022-01-04T11:30:11Z,498373,21914,630,780.0
Z7hPEwCzk2s,XLOOKUP in Excel | Excel Tutorials for Beginners,2021-12-28T11:30:06Z,303974,6171,248,1127.0
XRPyj7cKVsQ,Formulas in Excel | Excel Tutorials for Beginners,2021-12-21T11:30:07Z,495793,10179,507,2034.0
lH7HfwUFnYA,Pivot Tables in Excel | Excel Tutorials for Beginners,2021-12-14T11:30:07Z,985228,19463,459,1055.0
zOR0-nygfDE,Full Beginner Project in Tableau | Tableau Tutorials for Beginners,2021-12-07T11:30:11Z,344911,6599,502,2658.0
A4SVUF-fTwc,How to use Joins in Tableau | Tableau Tutorials for Beginners,2021-11-23T11:30:02Z,173339,4428,72,869.0
FnTunxd8tAM,Top 5 Major Red Flags in Job Descriptions,2021-11-18T11:30:08Z,18448,957,71,421.0
-_z_aphWSEo,Truth About My Job (Song) - As a Data Analyst,2021-11-08T11:30:01Z,11188,895,105,198.0
pL0jEjeM5hI,How to Grow Your Analytics Career | Alteryx Webinar Oct 2021 | Tips to Break Into Analytics,2021-10-26T10:00:23Z,11442,343,34,1220.0
eg_5EAUXs5o,Choosing a Domain to Make More Money,2021-10-19T10:00:16Z,20722,992,77,521.0
ebjDwX8sUMk,How to Create Visualizations in Tableau | Tableau Tutorials for Beginners,2021-10-05T11:30:14Z,215058,4665,214,845.0
f6qxxtWkaUg,How to use Calculated Fields and Bins in Tableau | Tableau Tutorials for Beginners,2021-09-28T11:30:07Z,277768,5722,101,385.0
6xv1KvCMF1Q,How to Install Tableau and Create First Visualization | Tableau Tutorials for Beginners,2021-09-21T11:30:01Z,889288,19581,446,1024.0
465x3JmMJYU,How NOT to Become a Data Analyst (Funny?),2021-09-07T11:30:01Z,17499,711,114,291.0
Ns1ZpTxQnUE,100k Subscriber Play Button Unboxing,2021-08-31T11:30:04Z,2685,238,96,396.0
HiOtQMcI5wg,Amazon Web Scraping Using Python | Data Analyst Portfolio Project,2021-08-24T11:30:01Z,311107,6813,704,2834.0
CUa30M_FPhk,Interviewing with PwC for a Senior Data Analyst Position,2021-08-17T11:30:01Z,99763,2633,157,1389.0
DKrSgSy6F1o,100k Livestream | Announcing Giveaway Winners | Trimming Mustache | Answering Questions,2021-08-13T14:38:59Z,4749,191,26,3728.0
_zxPx1PQCqI,I Am No Longer a Data Analyst | Turning Down PwC | New Job,2021-08-11T11:30:05Z,143348,4395,481,959.0
UGF49YZZRNc,When To Start Applying To Your First Data Analyst Job,2021-07-21T11:30:04Z,92334,4811,244,251.0
aLp-6C-p-T0,Why You Need to Stop Taking Courses (From an Ex-Course Addict),2021-07-13T11:30:00Z,130954,5623,362,211.0
ocdwh0KYeUs,How to Create a Portfolio Website for FREE,2021-06-29T11:30:13Z,749141,16410,833,2129.0
iPYVYBtUTyE,Data Analyst Portfolio Project | Correlation in Python | Project 4/4,2021-06-22T11:30:05Z,201294,3451,527,3645.0
dMHWOhgzUhU,How To Get a Data Analyst Job (with No Experience),2021-06-08T11:30:12Z,492243,21014,610,457.0
A-LkxegXFX8,My Wife Answers Subscribers Questions About Me | Alex The Analyst Show | Episode 19,2021-06-03T11:30:01Z,6435,244,108,1585.0
RJw-GSXXguA,Favorite Tableau and Power BI Courses on Udemy,2021-06-01T11:30:03Z,34186,882,86,623.0
8rO7ztF4NtU,Data Analyst Portfolio Project | Data Cleaning in SQL | Project 3/4,2021-05-25T11:30:01Z,455357,8428,887,3284.0
QILNlRvJlfQ,Data Analyst Portfolio Project | Tableau Visualization | Project 2/4,2021-05-18T11:30:04Z,412490,6387,470,3137.0
SVv0WwPzaUg,Asking My Family What I Do For a Living,2021-05-11T11:00:08Z,3777,195,55,757.0
qfyynHBFOsM,Data Analyst Portfolio Project | SQL Data Exploration | Project 1/4,2021-05-04T11:00:31Z,2178266,37103,4380,4629.0
m1KcNV-Zhmc,Advanced SQL Tutorial | Subqueries,2021-04-20T11:00:32Z,433738,9196,245,517.0
IZRe0nwkuXc,Data Analyst Q/A #6 | Why Am I Not a Data Scientist?,2021-04-15T11:00:06Z,22433,819,147,1145.0
9RRQtNnq3s0,Google vs IBM Data Analytics Certificates | Which is Better?,2021-04-13T11:00:04Z,371337,12470,630,358.0
qewHAdfzLOw,Data Analyst Reacts: How to Go From Data Analyst to Data Scientist,2021-04-06T11:00:12Z,28356,964,85,748.0
bHssBHfHWmU,Laptops for Data Analysts |  Specifications + Recommendations,2021-03-30T11:00:18Z,202586,4270,329,930.0
A4OVjWeVb10,Best Machine Learning Courses on Coursera,2021-03-23T11:00:02Z,63260,1862,83,399.0
SIseim20_Dc,Will Data Analysts Be Automated? | Alex The Analyst | Episode 18,2021-03-18T11:00:08Z,16489,482,117,1687.0
NrBJmtD0kEw,Advanced SQL Tutorial | Stored Procedures + Use Cases,2021-03-16T11:00:07Z,494092,8396,203,375.0
wnapnTAMj68,Google Data Analytics Professional Certificate | It's Finally Here!,2021-03-12T12:00:17Z,371045,11206,1169,874.0
duMcYRtQITA,Google Data Analytics Certificate | Coming Out Soon!,2021-03-04T12:15:01Z,51810,2358,315,464.0
QG1fo7LFesA,Reviewing Your Data Analyst Resumes | Part 2,2021-03-02T12:00:08Z,25011,586,77,2436.0
pYRG5X7110M,Best Course to Learn Statistics for Data Analysis,2021-02-25T12:00:13Z,127082,3080,93,372.0
NViKsiGP4TY,DataQuest Review | Is it Worth it?,2021-02-23T12:00:19Z,25644,431,46,1040.0
1gdKC5O0Pwc,R vs Python | Which is Better for Data Analysis?,2021-02-16T12:00:00Z,239085,5241,412,711.0
GQj6_6V_jVA,Advanced SQL Tutorial | String Functions + Use Cases,2021-02-04T12:00:04Z,189743,4627,156,829.0
RF0LE3hYFrI,Advanced SQL Tutorial | Temp Tables,2021-02-02T12:00:13Z,273758,5888,147,619.0
8o-O6pR6yAE,IBM Data Analyst Certificate Study Session,2021-01-30T15:33:41Z,5314,173,22,4910.0
eFDbE5Yunj0,IBM Data Analyst Professional Certificate by Coursera | Is it Worth it?,2021-01-26T12:00:22Z,134730,3299,308,446.0
D9bNctNnAig,DataCamp Review | Is it Worth it?,2021-01-21T12:00:03Z,207745,4222,272,975.0
VsztBAEtC7c,Best Python Course for Data Analysts,2021-01-19T12:00:09Z,56307,1386,119,518.0
T3KMZoXrVTQ,Top 5 Data Analyst Skills,2021-01-12T12:00:07Z,34937,1406,172,351.0
tJaDicmRW7s,Best Industries for Data Analysts in 2021 | Alex The Analyst Show | Episode 17,2021-01-07T12:00:28Z,15507,499,146,1665.0
hfRcaRw_atI,Top 5 Data Analyst Interview Mistakes,2021-01-05T12:00:10Z,105756,2600,73,328.0
aPDOGxrONy0,2020 Year End Review + Upcoming Giveaway Details,2020-12-31T12:00:01Z,1584,140,101,217.0
w25ZjL0OqT4,Data Analyst Resume | Everything You Need to Know | Alex The Analyst Show | Episode 16,2020-12-24T12:00:19Z,42252,1208,137,3086.0
EWPeAXrF3zg,Solving Medium Level SQL LeetCode Questions | Part 2/3,2020-12-22T12:00:04Z,12100,251,33,1286.0
ru0Xdvxd37Q,Entry vs Mid vs Senior Level Data Analyst | Alex The Analyst Show | Episode 15,2020-12-17T12:00:12Z,47425,1554,211,1600.0
BAVPAYWAoC4,Data Engineer vs Data Analyst | Which Is Right For You?,2020-12-15T12:00:08Z,87078,2828,147,399.0
whgwEwA5SHU,How to Find Out Your Coworkers Salary | Alex The Analyst Show | Episode 14,2020-12-10T12:00:30Z,3122,97,54,1571.0
K1WeoKxLZ5o,Advanced SQL Tutorial | CTE (Common Table Expression),2020-12-08T12:00:05Z,399481,6251,196,224.0
0HRgbb1PcDQ,"Data Analyst Salary (Expectations, Bonuses, 401K, ESPP) | Alex The Analyst Show | Episode 13",2020-12-03T12:00:00Z,23285,739,188,1628.0
D6XNlTfglW4,Intermediate SQL Tutorial | Partition By,2020-12-01T12:04:43Z,308471,6898,205,254.0
MQ5UUNjWgug,Data Analyst Q/A LIVE #5 | AMA,2020-11-28T17:07:30Z,4905,131,18,5371.0
JikLVP9DkPs,Completely REALISTIC Jobs on LinkedIn | Alex The Analyst Show | Episode 12,2020-11-25T11:00:05Z,24876,884,162,1603.0
yzqpYs7dIqY,Completely Unrealistic Jobs on LinkedIn | Alex The Analyst Show | Episode 11,2020-11-19T15:00:26Z,14667,571,207,1329.0
7uH7_DThtX0,Top 3 Tips on Using LinkedIn to Land a Job,2020-11-17T14:11:52Z,346814,12201,252,410.0
GGLF2jLo8J4,What is No Code Analytics? | Alex The Analyst Show | Episode 10,2020-11-12T12:34:08Z,3928,122,81,1355.0
BGBXnNvWdQ4,Solving LeetCode SQL Interview Questions | Part 1/3,2020-11-10T15:02:50Z,27553,701,66,1633.0
PurMLMKNX0I,What is Analytics Consulting? With John Ariansen | Alex The Analyst Show | Episode 9,2020-11-05T15:43:17Z,13947,396,118,3236.0
pvxNYyJuiqA,Data Analyst Skills Path | What Skills You NEED to Know,2020-11-03T15:13:12Z,77963,3607,270,286.0
rZpfNh28nFI,Data Analyst Q&A LIVE #4,2020-10-30T15:13:53Z,3563,104,25,4151.0
brxnKIy6Cek,Asking My Wife Your Questions About Me | Alex The Analyst Show | Episode 8,2020-10-27T16:06:53Z,14505,564,223,1775.0
ySq0cgkZiX4,Top 10 Udemy Courses for Data Analysts,2020-10-22T15:14:21Z,195475,5193,304,657.0
aJ9Q10v8Nrc,Data Analyst Certifications | Are They Worth It? | Alex The Analyst Show | Episode 7,2020-10-20T14:08:32Z,180169,6203,985,1997.0
C2ik_qR5GOU,Working at a Startup vs Fortune 500 Company | Alex The Analyst Show | Episode 6,2020-10-15T15:33:32Z,4855,180,74,1762.0
mLUzFXPPa4I,Top 10 Coursera Courses for Data Analysts,2020-10-13T14:40:18Z,115223,4904,288,633.0
XmFhpoS6Etk,Imposter Syndrome in Tech | Alex The Analyst Show | Episode 5,2020-10-08T14:26:27Z,7614,373,176,1556.0
1xT68oeQTd0,Data Analyst Expectations vs Reality,2020-10-06T14:52:33Z,75974,2796,187,236.0
eTsHJoMmhYQ,Covid and the Data Analyst Job Market | Alex The Analyst Show | Episode 4,2020-10-01T13:53:17Z,7378,254,161,1566.0
8SolrjsGqzE,Self Taught vs Boot Camp vs Degree | Alex The Analyst Show | Episode 3,2020-09-24T15:29:17Z,45864,1523,717,1680.0
SKsjWzzz4mY,Top 5 Reasons You'll Be a Good Data Analyst,2020-09-22T13:03:29Z,14881,618,82,224.0
Z2AachB309o,How I Changed Careers to Become a Data Analyst | Alex The Analyst Show | Episode 2,2020-09-10T13:16:00Z,418299,12167,3822,2454.0
_gP-DH0iZLw,Top 5 Reasons Data Analytics is a Good Career Choice,2020-09-08T14:15:55Z,44768,1315,73,173.0
-Inc1be4zSg,The Hiring Process from an Interviewer's Perspective | Alex The Analyst Show | Episode 1,2020-09-03T15:38:28Z,22328,708,85,1624.0
CsMh7Ykmnw4,Top 5 Reasons Not to Lie on Your Resume,2020-09-01T12:29:45Z,12534,211,119,237.0
ho2vzKPAD50,Live Data Analyst Q&A #3,2020-08-29T14:37:52Z,3106,100,43,3738.0
5MZo2RoS8Yo,Data Analyst Career Path | How to Become a Data Analyst + What to Do Next,2020-08-20T13:46:16Z,131652,4651,270,522.0
M2ySRYpo9S0,Top 5 Reasons Not to Become a Data Analyst,2020-08-12T14:52:19Z,927313,19755,1047,318.0
ncXgqGePvwI,Data Analyst Bootcamps | Are They Worth It?,2020-08-05T13:14:01Z,35261,581,93,346.0
ywZXpfdqg1o,What Does a Data Analyst Actually Do?,2020-07-29T13:48:00Z,1048819,20176,515,258.0
IqQCBytyATo,Data Analyst Question and Answer | Answering Your YouTube Questions,2020-07-22T14:35:55Z,4953,179,67,349.0
MpIi4HtCiVk,Scraping Data Off Twitter Using Python | Twitterscraper + NLP + Data Visualization,2020-07-15T14:00:20Z,55449,1391,158,402.0
G4syHs3M82E,Data Analyst vs Business Analyst | Which Is Right For You?,2020-07-03T14:17:52Z,792552,19886,591,280.0
appOFpF2pFg,Best Free Online Courses for Data Analysts,2020-06-23T13:55:50Z,58092,2758,95,299.0
B2SPC3Wz1R8,Best Online Courses for Data Analysts,2020-06-17T14:57:22Z,188435,9580,426,525.0
fUpChfNN5Uo,Data Scientist vs Data Analyst | Which Is Right For You?,2020-06-10T15:49:15Z,796578,24396,861,467.0
Dk7he_yEs4U,Intermediate SQL Tutorial | Aliasing,2020-06-04T14:00:10Z,155892,4102,105,372.0
LJtFgnHGAos,Data Analyst Q&A LIVE,2020-05-31T13:54:38Z,12067,271,54,3105.0
ziurEoqEcO4,Data Analyst Interviews | Salary Negotiation,2020-05-27T15:13:50Z,27737,858,27,337.0
rLKC--8UYSw,Data Analyst Interview Questions | What To Say vs What NOT To Say,2020-05-20T14:03:02Z,78892,1880,36,469.0
sua7xKN0cPc,SQL Interview Questions and Answers for Beginners | Data Analyst Interview Questions,2020-05-13T15:00:26Z,135292,3449,112,482.0
fweZQqB0nwQ,Data Analyst Interview Questions | Phone + In-Person Interview Questions,2020-05-06T15:20:18Z,86430,1697,62,464.0
oXAwKZWfbW0,Day in the Life of a Data Analyst | Fortune 500 Edition (During Quarantine),2020-04-23T13:08:33Z,15461,520,52,415.0
bhnrIforc7s,Intermediate SQL Tutorial | Updating/Deleting Data,2020-04-16T12:58:52Z,159376,3531,144,277.0
tYBOMw7Ob8E,Intermediate SQL Tutorial | Having Clause,2020-04-09T16:01:02Z,193645,4931,92,211.0
Twusw__OzA8,Intermediate SQL Tutorial | Case Statement | Use Cases,2020-04-02T15:16:37Z,316408,7573,440,446.0
lYKkro6rKm0,Intermediate SQL Tutorial | Unions | Union Operator,2020-03-26T16:51:37Z,275399,5255,115,325.0
9URM1_2S0ho,Intermediate SQL Tutorial | Inner/Outer Joins | Use Cases,2020-03-19T15:40:58Z,568248,9428,478,953.0
qzZU6LAtIig,Day in the Life of a Data Analyst | Fortune 500 Edition,2020-03-11T13:44:54Z,126603,2584,261,260.0
LXwfzIRD-Ds,SQL Basics Tutorial For Beginners | Group By + Order By Statements | 4/4,2020-03-03T15:06:36Z,341472,8340,236,489.0
A9TOuDZTPDU,SQL Basics Tutorial For Beginners | Where Statement | 3/4,2020-03-02T16:01:01Z,359819,6213,156,478.0
PyYgERKq25I,SQL Basics Tutorial For Beginners | Select + From Statements | 2/4,2020-03-01T17:02:28Z,525121,7514,306,374.0
RSlqWnP-Dy8,SQL Basics Tutorial For Beginners | Installing SQL Server Management Studio and Create Tables | 1/4,2020-03-01T00:50:38Z,1473237,18701,2061,577.0
9o9loJpG-t4,Data Analyst Fact Check |  84k Average Starting Salary?? | The Career Force 2020 Data Analyst Salary,2020-02-26T15:11:22Z,26065,852,162,454.0
Lacbh0VoT3g,Data Analyst Resume | Reviewing YOUR Data Analyst Resumes!,2020-02-24T16:34:51Z,27143,553,41,1070.0
oZKs2xMbXQE,Data Analyst Salary in 2020,2020-02-19T15:43:59Z,8297,159,26,224.0
N8f7NtDpbxA,Working With a Recruiter to Land Your First Job as a Data Analyst | LinkedIn Recruiters,2020-02-14T18:03:34Z,15139,645,39,360.0
wcKzdRVsMOw,Switching Careers to Become a Data Analyst | How I Made the Switch,2020-02-11T15:03:18Z,50731,1814,252,251.0
Ns-8Jsa3mEM,Data Analyst Resume | Complete Guide To Creating A Data Analyst Resume | Tips + Templates + Examples,2020-02-06T16:00:52Z,126359,3605,104,678.0
4rfr6A3lO-Y,Data Analyst Resume | Reviewing My Resume! | Fortune 500 Data Analyst,2020-01-30T14:07:55Z,81463,1764,63,453.0
OTq2NRy_AGs,Working at a Big Company Vs Small Company | Told by a Fortune 500 Data Analyst,2020-01-25T16:38:39Z,16002,428,23,350.0
ya28cb3zFGE,Data Analyst Salary | 100k with No Experience,2020-01-23T03:16:09Z,66287,2240,228,303.0
Hsi2BG0SOiQ,Truth About Big Companies | Told by a Fortune 500 Data Analyst,2020-01-21T03:52:15Z,9761,348,20,345.0
6lQzbk6_OTw,Top 3 Data Analyst Skills in 2020,2020-01-17T14:31:39Z,31093,1469,141,160.0
