Channel_name,Subscribers,Views,PublishedAt,Country,Total_videos,playlist_id
Alex The Analyst,1080000,51090763,2020-01-08T05:04:24.970712Z,US,366,UU7cs8q-gJRlGwj4A8OmCmXg
